header: ['frame_id', 'idr_flag']
0,222,False
0,223,False
0,224,True
0,225,False
0,226,False
0,227,False
0,228,False
0,229,True
0,230,False
0,231,False
0,232,False
0,233,False
0,234,True
0,235,False
0,236,False
0,237,False
0,238,False
0,239,True
0,240,False
0,241,False
0,242,False
0,243,False
0,244,True
0,245,False
0,246,False
0,247,False
0,248,False
0,249,True
0,250,False
0,251,False
0,252,False
0,253,False
0,254,True
0,255,False
0,256,False
0,257,False
0,258,False
0,259,True
0,260,False
0,261,False
0,262,False
0,263,False
0,264,True
0,265,False
0,266,False
0,267,False
0,268,False
0,269,True
0,270,False
0,271,False
0,272,False
0,273,False
0,274,True
0,275,False
0,276,False
0,277,False
0,278,False
0,279,True
0,280,False
0,281,False
0,282,False
0,283,False
0,284,True
0,285,False
0,286,False
0,287,False
0,288,False
0,289,True
0,290,False
0,291,False
0,292,False
0,293,False
0,294,True
0,295,False
0,296,False
0,297,False
0,298,False
0,299,True
0,300,False
0,301,False
0,302,False
0,303,False
0,304,True
0,305,False
0,306,False
0,307,False
0,308,False
0,309,True
0,310,False
0,311,False
0,312,False
0,313,False
0,314,True
0,315,False
0,316,False
0,317,False
0,318,False
0,319,True
0,320,False
0,321,False
0,322,False
0,323,False
0,324,True
0,325,False
0,326,False
0,327,False
0,328,False
0,329,True
0,330,False
0,331,False
0,332,False
0,333,False
0,334,True
0,335,False
0,336,False
0,337,False
0,338,False
0,339,True
0,340,False
0,341,False
0,342,False
0,343,False
0,344,True
0,345,False
0,346,False
0,347,False
0,348,False
0,349,True
0,350,False
0,351,False
0,352,False
0,353,False
0,354,True
0,355,False
0,356,False
0,357,False
0,358,False
0,359,True
0,360,False
0,361,False
0,362,False
0,363,False
0,364,True
0,365,False
0,366,False
0,367,False
0,368,False
0,369,True
0,370,False
0,371,False
0,372,False
0,373,False
0,374,True
0,375,False
0,376,False
0,377,False
0,378,False
0,379,True
0,380,False
0,381,False
0,382,False
0,383,False
0,384,True
0,385,False
0,386,False
0,387,False
0,388,False
0,389,True
0,390,False
0,391,False
0,392,False
0,393,False
0,394,True
0,395,False
0,396,False
0,397,False
0,398,False
0,399,True
0,400,False
0,401,False
0,402,False
0,403,False
0,404,True
0,405,False
0,406,False
0,407,False
0,408,False
0,409,True
0,410,False
0,411,False
0,412,False
0,413,False
0,414,True
0,415,False
0,416,False
0,417,False
0,418,False
0,419,True
0,420,False
0,421,False
0,422,False
0,423,False
0,424,True
0,425,False
0,426,False
0,427,False
0,428,False
0,429,True
0,430,False
0,431,False
0,432,False
0,433,False
0,434,True
0,435,False
0,436,False
0,437,False
0,438,False
0,439,True
0,440,False
0,441,False
0,442,False
0,443,False
0,444,True
0,445,False
0,446,False
0,447,False
0,448,False
0,449,True
0,450,False
0,451,False
0,452,False
0,453,False
0,454,True
0,455,False
0,456,False
0,457,False
0,458,False
0,459,True
0,460,False
0,461,False
0,462,False
0,463,False
0,464,True
0,465,False
0,466,False
0,467,False
0,468,False
0,469,True
0,470,False
0,471,False
0,472,False
0,473,False
0,474,True
0,475,False
0,476,False
0,477,False
0,478,False
0,479,True
0,480,False
0,481,False
0,482,False
0,483,False
0,484,True
0,485,False
0,486,False
0,487,False
0,488,False
0,489,True
0,490,False
0,491,False
0,492,False
0,493,False
0,494,True
0,495,False
0,496,False
0,497,False
0,498,False
0,499,True
0,500,False
0,501,False
0,502,False
0,503,False
0,504,True
0,505,False
0,506,False
0,507,False
0,508,False
0,509,True
0,510,False
0,511,False
0,512,False
0,513,False
0,514,True
0,515,False
0,516,False
0,517,False
0,518,False
0,519,True
0,520,False
0,521,False
0,522,False
0,523,False
0,524,True
0,525,False
0,526,False
0,527,False
0,528,False
0,529,True
0,530,False
0,531,False
0,532,False
0,533,False
0,534,True
0,535,False
0,536,False
0,537,False
0,538,False
0,539,True
0,540,False
0,541,False
0,542,False
0,543,False
0,544,True
0,545,False
0,546,False
0,547,False
0,548,False
0,549,True
0,550,False
0,551,False
0,552,False
0,553,False
0,554,True
0,555,False
0,556,False
0,557,False
0,558,False
0,559,True
0,560,False
0,561,False
0,562,False
0,563,False
0,564,True
0,565,False
0,566,False
0,567,False
0,568,False
0,569,True
0,570,False
0,571,False
0,572,False
0,573,False
0,574,True
0,575,False
0,576,False
0,577,False
0,578,False
0,579,True
0,580,False
0,581,False
0,582,False
0,583,False
0,584,True
0,585,False
0,586,False
0,587,False
0,588,False
0,589,True
0,590,False
0,591,False
0,592,False
0,593,False
0,594,True
0,595,False
0,596,False
0,597,False
0,598,False
